Trace
Swept SA
A.19.02,N9010B
7450,-79.4699384369198
7460,-79.3721764156682
7470,-79.2847316947532
7480,-79.1998535422955
7490,-79.1343155155187
7500,-79.105035830515
7510,-79.1084481889372
7520,-79.1193992372677
7530,-79.1393254234405
7540,-79.1553661554392
7550,-79.1239997859299
7560,-79.036742327178
7570,-78.9658329154693
7580,-78.9653687559268
7590,-79.0015520564333
7600,-79.0291840109763
7610,-79.0467110458412
7620,-79.0622131635128
7630,-79.0737597543578
7640,-79.0811696066392
7650,-79.0946654499489
7660,-79.1293343010181
7670,-79.1615102573491
7680,-79.1500110385839
7690,-79.0911015148689
7700,-79.0387140990303
7710,-79.0268518477324
7720,-79.0344585746042
7730,-79.0481286951036
7740,-79.0783054187524
7750,-79.0970453009921
7760,-79.0629248624486
7770,-78.9926171936806
7780,-78.9372704053014
7790,-78.9032106873874
7800,-78.8856316918307
7810,-78.8889612250272
7820,-78.9019288157875
7830,-78.9776441142017
7840,-79.1934712400137
7850,-79.4802766705672
7860,-79.6402087898423
7870,-79.6341542878665
7880,-79.5841554073399
7890,-79.5763602215431
7900,-79.5782589777813
7910,-79.5840122218328
7920,-79.6130637798085
7930,-79.6309073501565
7940,-79.5723265559479
7950,-79.437296377944
7960,-79.3142511591103
7970,-79.2405462828138
7980,-79.1971215000195
7990,-79.2049147111947
8000,-79.2767174190557
8010,-79.375596626074
8020,-79.4686143313364
8030,-79.5671218294789
8040,-79.6551213825387
8050,-79.7555271678636
8060,-79.8217092796556
8070,-79.7595461028605
8080,-79.5639491848016
8090,-79.382012710829
8100,-79.2989799243016
8110,-79.2633224103858
8120,-79.256112726043
8130,-79.2934259310224
8140,-79.3276710215139
8150,-79.3094529708341
8160,-79.2583951742674
8170,-79.1812412848516
8180,-79.039386776617
8190,-78.9093615082807
8200,-78.9194144776221
8210,-79.0600078119722
8220,-79.2165894046292
8230,-79.3514539310152
8240,-79.4704265653486
8250,-79.4864001459466
8260,-79.3811593934969
8270,-79.226764044017
8280,-79.0641048705882
8290,-78.8776242771572
8300,-78.7362588152474
8310,-78.6508373591582
8320,-78.6151995539744
8330,-78.6517203859948
8340,-78.7665362000285
8350,-78.8879852904175
8360,-78.98470385156
8370,-79.0729318995977
8380,-79.1383484437193
8390,-79.1883182520666
8400,-79.201137650592
8410,-79.1315881385839
8420,-79.0027392284695
8430,-78.9487356856314
8440,-79.017081726019
8450,-79.1345826457534
8460,-79.2413903183342
8470,-79.3536445452847
8480,-79.4535368592357
8490,-79.5471712353873
8500,-79.617804254258
8510,-79.599677835046
8520,-79.464126332816
8530,-79.3184929769529
8540,-79.2693529427258
8550,-79.2670345416652
8560,-79.2013801151481
8570,-79.0094896590673
8580,-78.8067824732392
8590,-78.7269380861613
8600,-78.7452690078788
8610,-78.7826712193918
8620,-78.8045271085087
8630,-78.8351101048234
8640,-78.8852563350767
8650,-78.9551293646431
8660,-79.0395042452689
8670,-79.1377294638176
8680,-79.2496991972099
8690,-79.362670318112
8700,-79.4907836017687
8710,-79.6043525103306
8720,-79.652314285913
8730,-79.6435926145897
8740,-79.6314605567945
8750,-79.6489017142144
8760,-79.6634059664744
8770,-79.6324897322603
8780,-79.5619155024979
8790,-79.4505108886955
8800,-79.2699162563585
8810,-79.0397852451531
8820,-78.8773684501994
8830,-78.8140950338205
8840,-78.7944635597015
8850,-78.7753443483005
8860,-78.7668495330978
8870,-78.7933211306183
8880,-78.861974017779
8890,-78.9697812376784
8900,-79.1268094636377
8910,-79.3539750246884
8920,-79.5655843981435
8930,-79.6859306772475
8940,-79.7549129573925
8950,-79.8298104946986
8960,-79.9678765771583
8970,-80.0403695818786
8980,-79.8760965229008
8990,-79.5061830848284
9000,-79.1467655080354
9010,-78.8570842220317
9020,-78.615680082276
9030,-78.4998921134782
9040,-78.5129800485152
9050,-78.5998838208603
9060,-78.739493792424
9070,-78.9364623923512
9080,-79.1330738075359
9090,-79.350589596294
9100,-79.5352099272607
9110,-79.6045991523088
9120,-79.5799093712258
9130,-79.510739296688
9140,-79.3858227018295
9150,-79.2390776926045
9160,-79.1645246155273
9170,-79.1552941604865
9180,-79.1839444098661
9190,-79.2512312890271
9200,-79.3513374213637
9210,-79.4283747586106
9220,-79.4836497564954
9230,-79.5133374457964
9240,-79.4956756322735
9250,-79.4357186036243
9260,-79.3684588613551
9270,-79.2999045275959
9280,-79.2327018492024
9290,-79.1874614222007
9300,-79.1620825861695
9310,-79.155846904315
9320,-79.1857145037054
9330,-79.2356153175368
9340,-79.2337666965621
9350,-79.1664233858106
9360,-79.0681544197912
9370,-78.9559593698116
9380,-78.8230058785577
9390,-78.7031515575895
9400,-78.5891454643566
9410,-78.5027413411372
9420,-78.5105988934895
9430,-78.6249987499835
9440,-78.7394810010024
9450,-78.7865811723819
9460,-78.8022491838236
9470,-78.794011564032
9480,-78.7476462262251
9490,-78.7005106800212
9500,-78.6944339886091
9510,-78.7162764508771
9520,-78.7554835919589
9530,-78.8256974025093
9540,-78.8996722471618
9550,-78.9183584987443
9560,-78.8777134783764
9570,-78.8469497673689
9580,-78.8467267544577
9590,-78.8774918904193
9600,-79.0283348221573
9610,-79.3930146871643
9620,-79.7113286891652
9630,-79.6784570138437
9640,-79.3915435675413
9650,-79.1944601722236
9660,-79.2213007369158
9670,-79.3209127871688
9680,-79.3718311426795
9690,-79.395768913362
9700,-79.400374959158
9710,-79.371237591493
9720,-79.3212914200053
9730,-79.2905839253455
9740,-79.2953526536456
9750,-79.2860734857183
9760,-79.1925598528616
9770,-79.0370819249927
9780,-78.9887851011846
9790,-79.1431387814031
9800,-79.3675441163381
9810,-79.519996157241
9820,-79.6391962105251
9830,-79.6710069625856
9840,-79.5370143919897
9850,-79.3064445920064
9860,-79.136948227824
9870,-79.0422859216123
9880,-78.9681874022835
9890,-78.8773601938027
9900,-78.7820791796893
9910,-78.7399769102994
9920,-78.8129834034033
9930,-78.897256251578
9940,-78.8313033963103
9950,-78.6146146972292
9960,-78.4516366342714
9970,-78.4765662772187
9980,-78.5929564022102
9990,-78.6956077124383
10000,-78.7938051399499
