5.5387E+06 	5.5390E+06 	5.5378E+06 	5.5400E+06 	5.5379E+06 	5.5388E+06 	5.5401E+06 	5.5338E+06 	5.5346E+06 	5.5303E+06 	5.5278E+06 	5.5229E+06 	5.5197E+06 	5.5194E+06 	5.5213E+06 	5.5163E+06 	5.5124E+06 	5.5064E+06 	5.5132E+06 	5.5096E+06 	5.5113E+06 	5.5204E+06 	5.5231E+06 	5.5151E+06 	
5.5312E+06 	5.5328E+06 	5.5324E+06 	5.5316E+06 	5.5373E+06 	5.5329E+06 	5.5327E+06 	5.5334E+06 	5.5309E+06 	5.5324E+06 	5.5291E+06 	5.5274E+06 	5.5216E+06 	5.5153E+06 	5.5100E+06 	5.5041E+06 	5.5006E+06 	5.5000E+06 	5.5021E+06 	5.5046E+06 	5.5115E+06 	5.5168E+06 	5.5212E+06 	5.5233E+06 	
5.5201E+06 	5.5288E+06 	5.5351E+06 	5.5356E+06 	5.5314E+06 	5.5306E+06 	5.5313E+06 	5.5349E+06 	5.5371E+06 	5.5294E+06 	5.5330E+06 	5.5303E+06 	5.5229E+06 	5.5157E+06 	5.5071E+06 	5.5011E+06 	5.4990E+06 	5.4932E+06 	5.4961E+06 	5.4972E+06 	5.4997E+06 	5.5065E+06 	5.5120E+06 	5.5245E+06 	
5.5266E+06 	5.5246E+06 	5.5297E+06 	5.5298E+06 	5.5275E+06 	5.5244E+06 	5.5319E+06 	5.5365E+06 	5.5383E+06 	5.5304E+06 	5.5291E+06 	5.5281E+06 	5.5248E+06 	5.5141E+06 	5.5111E+06 	5.4973E+06 	5.4907E+06 	5.4811E+06 	5.4773E+06 	5.4808E+06 	5.4972E+06 	5.5097E+06 	5.5161E+06 	5.5215E+06 	
5.5227E+06 	5.5262E+06 	5.5280E+06 	5.5254E+06 	5.5310E+06 	5.5272E+06 	5.5298E+06 	5.5275E+06 	5.5244E+06 	5.5236E+06 	5.5260E+06 	5.5258E+06 	5.5229E+06 	5.5168E+06 	5.5124E+06 	5.5030E+06 	5.4888E+06 	5.4807E+06 	5.4786E+06 	5.4811E+06 	5.4928E+06 	5.5082E+06 	5.5183E+06 	5.5263E+06 	
5.5363E+06 	5.5348E+06 	5.5382E+06 	5.5383E+06 	5.5420E+06 	5.5444E+06 	5.5393E+06 	5.5387E+06 	5.5368E+06 	5.5370E+06 	5.5389E+06 	5.5304E+06 	5.5294E+06 	5.5230E+06 	5.5146E+06 	5.5059E+06 	5.5004E+06 	5.4895E+06 	5.4932E+06 	5.4939E+06 	5.5027E+06 	5.5133E+06 	5.5219E+06 	5.5313E+06 	
5.5425E+06 	5.5443E+06 	5.5477E+06 	5.5488E+06 	5.5486E+06 	5.5504E+06 	5.5472E+06 	5.5504E+06 	5.5413E+06 	5.5476E+06 	5.5445E+06 	5.5371E+06 	5.5351E+06 	5.5327E+06 	5.5292E+06 	5.5199E+06 	5.5219E+06 	5.5127E+06 	5.5121E+06 	5.5156E+06 	5.5148E+06 	5.5191E+06 	5.5271E+06 	5.5276E+06 	
5.5556E+06 	5.5613E+06 	5.5584E+06 	5.5592E+06 	5.5642E+06 	5.5642E+06 	5.5622E+06 	5.5620E+06 	5.5641E+06 	5.5643E+06 	5.5622E+06 	5.5537E+06 	5.5502E+06 	5.5403E+06 	5.5498E+06 	5.5377E+06 	5.5391E+06 	5.5310E+06 	5.5297E+06 	5.5279E+06 	5.5337E+06 	5.5370E+06 	5.5379E+06 	5.5338E+06 	
5.5502E+06 	5.5684E+06 	5.5665E+06 	5.5657E+06 	5.5667E+06 	5.5625E+06 	5.5634E+06 	5.5590E+06 	5.5578E+06 	5.5546E+06 	5.5472E+06 	5.5454E+06 	5.5452E+06 	5.5410E+06 	5.5463E+06 	5.5445E+06 	5.5353E+06 	5.5340E+06 	5.5338E+06 	5.5371E+06 	5.5462E+06 	5.5504E+06 	5.5514E+06 	5.5527E+06 	
5.5700E+06 	5.5671E+06 	5.5650E+06 	5.5662E+06 	5.5675E+06 	5.5706E+06 	5.5640E+06 	5.5656E+06 	5.5595E+06 	5.5535E+06 	5.5498E+06 	5.5451E+06 	5.5462E+06 	5.5524E+06 	5.5548E+06 	5.5563E+06 	5.5556E+06 	5.5469E+06 	5.5408E+06 	5.5390E+06 	5.5379E+06 	5.5455E+06 	5.5531E+06 	5.5541E+06 	
5.5607E+06 	5.5683E+06 	5.5637E+06 	5.5698E+06 	5.5679E+06 	5.5610E+06 	5.5604E+06 	5.5554E+06 	5.5519E+06 	5.5496E+06 	5.5528E+06 	5.5568E+06 	5.5600E+06 	5.5579E+06 	5.5578E+06 	5.5513E+06 	5.5466E+06 	5.5415E+06 	5.5437E+06 	5.5433E+06 	5.5526E+06 	5.5496E+06 	5.5573E+06 	5.5664E+06 	
5.5634E+06 	5.5640E+06 	5.5657E+06 	5.5639E+06 	5.5627E+06 	5.5563E+06 	5.5563E+06 	5.5500E+06 	5.5539E+06 	5.5568E+06 	5.5593E+06 	5.5607E+06 	5.5625E+06 	5.5561E+06 	5.5575E+06 	5.5517E+06 	5.5472E+06 	5.5412E+06 	5.5326E+06 	5.5377E+06 	5.5487E+06 	5.5501E+06 	5.5595E+06 	5.5622E+06 	
5.5508E+06 	5.5506E+06 	5.5487E+06 	5.5513E+06 	5.5485E+06 	5.5402E+06 	5.5433E+06 	5.5463E+06 	5.5480E+06 	5.5541E+06 	5.5637E+06 	5.5596E+06 	5.5504E+06 	5.5556E+06 	5.5517E+06 	5.5467E+06 	5.5380E+06 	5.5362E+06 	5.5333E+06 	5.5287E+06 	5.5376E+06 	5.5446E+06 	5.5525E+06 	5.5555E+06 	
